"","土地面積","建物面積","屋齡","房屋樓層","車位數目","有無管理","時間序列","單價萬_坪","lon","lat","road.name","price.level","X"
"4109",18.24,52.24175,4,"15",2,1,9,149305.785123967,120.951743,24.798308,"新竹市新竹巿經國路三段92巷16弄31~60號","10~15W",2038
"4110",22.46,51.077125,3,"20",1,1,9,197738.842975207,121.017357,24.789304,"新竹市新竹巿埔頂一路451~480號","15~20W",2039
"4111",12.93,35.6829,16,"20",0,0,9,159738.842975207,120.95936,24.823437,"新竹市新竹巿武陵路175巷1~30號","15~20W",2040
"4112",13.07,33.638,18,"12",0,1,9,109401.652892562,120.944594,24.793376,"新竹市新竹巿中華路四段301~330號","10~15W",2041
"4113",30.65,56.830675,22,"14",1,1,9,122819.834710744,120.96499,24.822454,"新竹市新竹巿湳雅街181~210號","10~15W",2042
"4114",20.19,46.932875,16,"21",1,1,9,147018.181818182,120.960508,24.82332,"新竹市新竹巿武陵路175巷1~30號","10~15W",2043
"4115",6.04,22.43945,19,"12",0,1,9,138148.760330579,120.980059,24.803669,"新竹市新竹巿光復路二段961~990號","10~15W",2044
"4116",13.83,38.72,20,"12",1,1,9,117768.595041322,120.945919,24.794225,"新竹市新竹巿中華路四段271~300號","10~15W",2045
"4117",8.96,31.23615,18,"16",0,1,9,120052.892561983,120.944514,24.795751,"新竹市新竹巿牛埔東路241~270號","10~15W",2046
"4118",19.55,54.567975,16,"22",0,1,9,164932.231404959,120.95941,24.823392,"新竹市新竹巿武陵路175巷1~30號","15~20W",2047
"4119",26.62,62.348275,1,"14",2,1,9,184446.280991736,121.017219,24.789792,"新竹市新竹巿埔頂一路421~450號","15~20W",2048
"4120",33.36,69.100075,1,"11",1,1,9,187408.26446281,120.976031,24.814683,"新竹市新竹巿田美三街5巷31~60號","15~20W",2049
"4121",17.21,43.387575,1,"15",1,1,8,166638.016528926,120.596831,24.076679,"新竹市新竹巿經國路三段92巷16弄1~30號","15~20W",2050
"4122",26.62,62.348275,1,"14",2,0,9,202089.256198347,121.017258,24.789756,"新竹市新竹巿埔頂一路421~450號","20~25W",2051
"4123",38.97,30.1411,NA,"11",1,1,9,132723.966942149,120.966843,24.770594,"新竹市新竹巿柴橋路59巷61~90號","10~15W",2052
"4124",25.44,27.83605,NA,"11",0,0,10,71130.5785123967,120.919411,24.719519,"新竹市新竹巿中隘里中華路六段799巷8弄1~30號","<10W",2053
"4125",21.34,53.829875,1,"14",1,1,9,213636.363636364,121.011997,24.788971,"新竹市新竹巿光復路一段544巷121~150號","20~25W",2054
"4126",26,57.4508,16,"22",0,0,9,142730.578512397,120.960468,24.823356,"新竹市新竹巿武陵路151~180號","10~15W",2055
"4127",42,81.16075,1,"11",2,0,10,248026.446280992,120.956308,24.811148,"新竹市新竹巿西大路661~690號","20~25W",2056
"4128",20.65,44.391875,7,"13",1,1,9,163328.925619835,120.512695,23.998981,"新竹市新竹巿經國路二段511~540號","15~20W",2057
"4129",19.43,42.377225,7,"13",1,1,7,165193.388429752,120.512409,23.999242,"新竹市新竹巿經國路二段511~540號","15~20W",2058
"4130",24.87,42.5557,16,"15",0,1,9,206786.776859504,120.997399,24.798497,"新竹市新竹巿建新路61~90號","20~25W",2059
"4131",7.33,22.30635,NA,"12",0,1,9,147940.495867769,120.977596,24.803903,"新竹市新竹巿花園街31~60號","10~15W",2060
"4132",55.93,45.5565,7,"14",1,1,9,166340.495867769,120.969544,24.765819,"新竹市新竹巿志平路91~120號","15~20W",2061
"4133",21.17,42.8703,6,"13",1,1,10,103801.652892562,120.926623,24.843775,"新竹市新竹巿尚濱路61~90號","10~15W",2062
"4134",49.58,50.774625,3,"13",1,1,10,202069.421487603,121.004658,24.796086,"新竹市新竹巿金城一路61~90號","20~25W",2063
"4135",15.25,38.825875,5,"15",1,1,9,231289.256198347,121.01706,24.788375,"新竹市新竹巿新莊街185巷91~120號","20~25W",2064
"4136",29.7,60.31245,1,"11",1,1,10,194819.834710744,120.976022,24.814692,"新竹市新竹巿田美三街5巷31~60號","15~20W",2065
"4137",29.97,60.993075,1,"11",1,1,10,195104.132231405,120.97612,24.814611,"新竹市新竹巿田美三街5巷31~60號","15~20W",2066
"4138",21.62,47.51065,2,"10",1,1,10,156386.776859504,120.949707,24.793559,"新竹市新竹巿中山路640巷481~510號","15~20W",2067
"4139",45.09,51.325175,10,"14",1,1,10,139890.909090909,120.958738,24.820566,"新竹市新竹巿武陵路73巷1~30號","10~15W",2068
"4140",56.88,120.4555,2,"22",2,1,9,217854.545454545,121.013856,24.786876,"新竹市新竹巿龍山東路271~300號","20~25W",2069
"4141",9.15,30.6372,6,"14",0,1,9,137087.603305785,120.93277,24.838794,"新竹市新竹巿天府路一段511~540號","10~15W",2070
"4142",20.06,66.129525,13,"14",0,1,8,273414.876033058,120.978942,24.802928,"新竹市新竹巿公園路271~300號",">25W",2071
"4143",12.17,45.347775,21,"14",1,1,9,165388.429752066,120.961475,24.800622,"新竹市新竹巿四維路121~150號","15~20W",2072
"4144",2.89,10.632875,16,"14",0,0,10,108155.371900826,120.960347,24.800866,"新竹市新竹巿四維路91~120號","10~15W",2073
"4145",14.62,36.1427,1,"14",1,1,10,163242.975206612,121.009841,24.790912,"新竹市新竹巿龍山西路91~120號","15~20W",2074
"4146",24.56,62.92,1,"14",2,1,10,158932.231404959,121.00992,24.790849,"新竹市新竹巿龍山西路121~150號","15~20W",2075
"4147",26,57.959,16,"21",1,1,10,143203.305785124,120.960755,24.823103,"新竹市新竹巿武陵路175巷1~30號","10~15W",2076
"4148",12.68,34.899425,20,"12",0,1,9,88826.4462809917,120.94581,24.794325,"新竹市新竹巿東華路12巷1~30號","<10W",2077
"4149",18.01,36.756775,19,"13",1,1,9,225808.26446281,121.012985,24.785341,"新竹市新竹巿光復路一段476巷61~90號","20~25W",2078
"4150",22.7,66.78595,16,"22",1,1,10,148234.710743802,120.95935,24.823446,"新竹市新竹巿武陵路175巷1~30號","10~15W",2079
"4151",22.38,53.4578,1,"15",1,1,6,153391.73553719,120.952989,24.798209,"新竹市新竹巿經國路三段92巷16弄61~90號","15~20W",2080
"4153",43.16,98.569625,1,"25",2,1,5,236677.685950413,121.020749,24.784952,"新竹市新竹巿關新東路241~270號","20~25W",2081
"4154",43.16,98.569625,1,"25",2,1,7,270872.727272727,121.020897,24.784808,"新竹市新竹巿關新東路241~270號",">25W",2082
"4156",39.9,91.2703,1,"25",2,1,1,231282.644628099,121.020739,24.784952,"新竹市新竹巿關新東路241~270號","20~25W",2083
"4160",39.9,91.194675,1,"25",2,1,2,292571.900826446,121.020689,24.784997,"新竹市新竹巿關新東路241~270號",">25W",2084
"4164",10.95,22.599775,2,"11",0,1,10,280975.20661157,120.964144,24.803043,"新竹市新竹巿石坊街1~30號",">25W",2085
"4165",25.91,39.067875,14,"12",0,1,9,191973.553719008,120.996637,24.801205,"新竹市新竹巿建功一路91~120號","15~20W",2086
"4166",17.93,45.142075,6,"15",1,1,10,155064.462809917,120.951594,24.799202,"新竹市新竹巿牛埔東路1~30號","15~20W",2087
"4167",12.99,36.0096,3,"12",1,1,10,238826.446280992,121.009356,24.792844,"新竹市新竹巿慈祥路61~90號","20~25W",2088
"4168",33.09,67.76,1,"11",1,1,10,197018.181818182,120.97612,24.814611,"新竹市新竹巿田美三街5巷31~60號","15~20W",2089
"4169",22.92,38.53245,20,"12",0,1,9,147927.272727273,120.961002,24.7946,"新竹市新竹巿振興路85巷1~30號","10~15W",2090
"4170",50.26,57.199725,10,"12",0,1,10,150350.41322314,120.958461,24.820819,"新竹市新竹巿武陵路73巷61~90號","15~20W",2091
"4171",23.28,44.9878,4,"14",1,1,9,233395.041322314,120.98535,24.81333,"新竹市新竹巿中華路一段384巷2弄1~30號","20~25W",2092
"4175",18.57,57.387275,13,"14",1,0,9,217818.181818182,121.017168,24.782741,"新竹市新竹巿光復路一段361~390號","20~25W",2093
"4178",42.34,97.2719,1,"25",2,1,4,258730.578512397,121.020857,24.784844,"新竹市新竹巿關新東路241~270號",">25W",2094
"4179",42.34,97.2719,1,"25",2,1,5,267788.429752066,121.020877,24.784826,"新竹市新竹巿關新東路241~270號",">25W",2095
"4180",14.55,32.7789,20,"11",0,1,9,111352.066115702,120.951999,24.799645,"新竹市新竹巿牛埔路160巷1~30號","10~15W",2096
"4181",20.97,52.88305,16,"22",0,0,9,160723.966942149,120.95938,24.823419,"新竹市新竹巿武陵路151~180號","15~20W",2097
"4183",29.89,75.488875,1,"18",1,1,10,259725.619834711,121.020166,24.788275,"新竹市新竹巿關東路151~180號",">25W",2098
"4184",34.28,84.1676,1,"18",2,1,10,256287.603305785,121.020077,24.788356,"新竹市新竹巿關東路151~180號",">25W",2099
"4185",35.16,85.86765,1,"18",2,1,10,275735.537190083,121.020413,24.788049,"新竹市新竹巿關東路151~180號",">25W",2100
"4186",33.5,82.730725,1,"18",2,1,10,280294.214876033,121.020324,24.78813,"新竹市新竹巿關東路151~180號",">25W",2101
"4187",35.16,85.86765,1,"18",2,1,10,278479.338842975,121.020106,24.788329,"新竹市新竹巿關東路151~180號",">25W",2102
"4188",33.45,82.597625,1,"18",2,1,10,274757.024793388,121.020255,24.788194,"新竹市新竹巿關東路151~180號",">25W",2103
"4189",35.11,85.604475,1,"18",2,1,8,271950.413223141,121.020383,24.788076,"新竹市新竹巿關東路151~180號",">25W",2104
"4190",35.11,85.7406,1,"18",2,1,10,271385.123966942,121.020363,24.788103,"新竹市新竹巿關東路151~180號",">25W",2105
"4191",35.16,85.8858,1,"18",2,1,10,283276.033057851,121.020225,24.788221,"新竹市新竹巿關東路151~180號",">25W",2106
"4192",35.16,85.8858,1,"18",2,1,10,296373.553719008,121.020166,24.788284,"新竹市新竹巿關東路151~180號",">25W",2107
"4193",35.62,85.737575,1,"18",2,1,10,302231.404958678,121.020403,24.788058,"新竹市新竹巿關東路151~180號",">25W",2108
"4194",35.27,85.7527,1,"18",2,1,10,302161.983471074,121.020136,24.788302,"新竹市新竹巿關東路151~180號",">25W",2109
"4195",8.96,31.227075,18,"16",0,1,10,102476.033057851,120.944425,24.795832,"新竹市新竹巿牛埔東路241~270號","10~15W",2110
"4196",3.18,10.033925,7,"11",0,1,10,150489.256198347,120.96622,24.810113,"新竹市新竹巿中正路181~210號","15~20W",2111
"4197",34.33,84.315825,1,"18",2,1,10,282968.595041322,121.020245,24.788203,"新竹市新竹巿關東路151~180號",">25W",2112
"4198",18.83,47.586275,6,"15",1,1,10,158238.016528926,120.951742,24.799067,"新竹市新竹巿牛埔東路1~30號","15~20W",2113
"4199",37.16,85.78295,1,"15",1,1,9,245434.710743802,120.962908,24.802176,"新竹市新竹巿興南街31~60號","20~25W",2114
"4200",39.41,90.44145,1,"15",2,1,9,257682.644628099,120.963215,24.801896,"新竹市新竹巿興南街31~60號",">25W",2115
"4201",38.94,89.391775,1,"15",2,1,9,280019.834710744,120.963215,24.801905,"新竹市新竹巿興南街31~60號",">25W",2116
"4202",43.17,97.3929,1,"15",2,1,10,249583.47107438,120.963185,24.801923,"新竹市新竹巿興南街31~60號","20~25W",2117
"4203",31.56,83.148175,2,"21",0,1,9,243781.818181818,121.015923,24.792176,"新竹市新竹巿慈濟路241~270號","20~25W",2118
"4204",18.25,45.741025,3,"12",1,1,10,236112.396694215,121.010325,24.791002,"新竹市新竹巿埔頂三路121~150號","20~25W",2119
"4205",46.76,92.277625,1,"15",2,1,10,195064.462809917,120.97523,24.813636,"新竹市新竹巿經國路一段479巷31~60號","15~20W",2120
"4206",52.75,103.052675,1,"15",2,1,10,183596.694214876,120.975309,24.813563,"新竹市新竹巿經國路一段479巷31~60號","15~20W",2121
"4207",52.75,103.052675,1,"15",2,1,8,191745.454545455,120.975319,24.813554,"新竹市新竹巿經國路一段479巷31~60號","15~20W",2122
"4208",28.66,53.119,3,"13",2,1,10,177900.826446281,120.974852,24.823901,"新竹市新竹巿金竹路86巷1~30號","15~20W",2123
"4209",15.49,44.34045,1,"15",2,1,10,142082.644628099,120.953009,24.798191,"新竹市新竹巿經國路三段92巷16弄61~90號","10~15W",2124
"4210",15.91,35.982375,17,"13",0,1,10,147295.867768595,120.9538,24.79848,"新竹市新竹巿經國路三段61~90號","10~15W",2125
"4211",10.64,33.762025,18,"12",1,1,10,145725.619834711,120.961363,24.81012,"新竹市新竹巿經國路二段211~240號","10~15W",2126
"4212",16.18,99.34705,6,"29",2,1,9,206347.107438017,120.972284,24.807279,"新竹市新竹巿中央路151~180號","20~25W",2127
"4213",19.73,56.987975,6,"15",2,1,10,143890.909090909,120.951535,24.799265,"新竹市新竹巿牛埔東路1~30號","10~15W",2128
"4214",34.99,64.731975,3,"14",1,1,9,213186.776859504,121.017416,24.790388,"新竹市新竹巿埔頂一路391~420號","20~25W",2129
"4215",6.5,24.910875,17,"24",0,1,9,140333.884297521,120.962037,24.805895,"新竹市新竹巿北大路331~360號","10~15W",2130
"4216",10.27,70.29495,17,"24",1,1,9,113804.958677686,120.961849,24.806058,"新竹市新竹巿北大路331~360號","10~15W",2131
"4217",18.45,52.95565,17,"21",1,1,9,283256.198347107,121.001157,24.789694,"新竹市新竹巿大學路61~90號",">25W",2132
"4218",17.54,39.8695,4,"14",1,1,10,223229.752066116,121.017347,24.788781,"新竹市新竹巿新莊街181~210號","20~25W",2133
"4219",2.41,9.6921,16,"14",0,1,10,139289.256198347,120.960456,24.800767,"新竹市新竹巿四維路91~120號","10~15W",2134
"4220",42,80.582975,1,"11",2,1,10,221692.561983471,120.956308,24.811139,"新竹市新竹巿西大路661~690號","20~25W",2135
"4221",41.9,73.238275,1,"11",1,1,10,226591.73553719,120.956506,24.810959,"新竹市新竹巿西大路661~690號","20~25W",2136
"4222",41.9,73.238275,1,"11",1,1,10,223223.140495868,120.956446,24.811013,"新竹市新竹巿西大路661~690號","20~25W",2137
"4223",41.9,73.238275,1,"11",1,1,10,225061.157024793,120.956466,24.810995,"新竹市新竹巿西大路661~690號","20~25W",2138
"4225",44.78,106.9156,1,"25",3,1,3,263900.826446281,121.02061,24.78507,"新竹市新竹巿關新東路241~270號",">25W",2139
"4226",43.16,98.569625,1,"25",2,1,4,272337.190082645,121.020936,24.784772,"新竹市新竹巿關新東路241~270號",">25W",2140
"4228",48.04,112.641925,1,"26",2,1,4,268039.669421488,121.020867,24.784835,"新竹市新竹巿關新東路241~270號",">25W",2141
"4229",19.97,49.431525,5,"15",1,1,10,238714.049586777,121.016902,24.788519,"新竹市新竹巿新莊街185巷91~120號","20~25W",2142
"4231",37.1,66.93115,1,"11",1,1,10,231596.694214876,120.956456,24.811004,"新竹市新竹巿西大路661~690號","20~25W",2143
"4232",37.1,66.93115,1,"11",1,1,10,272714.049586777,120.956496,24.810968,"新竹市新竹巿西大路661~690號",">25W",2144
"4233",41.9,73.238275,1,"11",1,1,10,243127.272727273,120.956338,24.811121,"新竹市新竹巿西大路661~690號","20~25W",2145
"4234",42,81.16075,1,"11",2,1,10,234247.933884298,120.956189,24.811248,"新竹市新竹巿西大路661~690號","20~25W",2146
"4235",42,80.008225,1,"11",2,1,10,238829.752066116,120.956506,24.810959,"新竹市新竹巿西大路661~690號","20~25W",2147
"4236",37.1,66.93115,1,"11",1,1,10,256770.247933884,120.956456,24.811004,"新竹市新竹巿西大路661~690號",">25W",2148
"4237",37.1,67.508925,1,"11",1,1,10,229917.355371901,120.956456,24.811004,"新竹市新竹巿西大路661~690號","20~25W",2149
"4238",37.2,74.27585,1,"11",2,1,10,223206.611570248,120.956476,24.810986,"新竹市新竹巿西大路661~690號","20~25W",2150
"4239",37.1,67.508925,1,"11",1,1,10,216492.561983471,120.956476,24.810986,"新竹市新竹巿西大路661~690號","20~25W",2151
"4240",37.2,75.4314,1,"11",2,1,10,240323.966942149,120.956288,24.811157,"新竹市新竹巿西大路661~690號","20~25W",2152
"4241",37.1,67.508925,1,"11",1,1,10,235457.851239669,120.956506,24.810968,"新竹市新竹巿西大路661~690號","20~25W",2153
"4242",37.1,67.508925,1,"11",1,1,10,222532.231404959,120.956516,24.81095,"新竹市新竹巿西大路661~690號","20~25W",2154
"4243",15.36,35.691975,20,"12",1,1,10,174548.760330579,121.024644,24.780789,"新竹市新竹巿光復路一段71巷1~30號","15~20W",2155
"4244",46.54,86.82355,1,"14",2,1,10,225451.239669421,120.954187,24.821901,"新竹市新竹巿東大路二段391~420號","20~25W",2156
"4245",46.54,86.675325,1,"14",2,1,10,218363.636363636,120.954058,24.822027,"新竹市新竹巿東大路二段391~420號","20~25W",2157
"4246",66.58,133.4388,1,"14",4,1,10,245533.884297521,120.953979,24.82209,"新竹市新竹巿東大路二段391~420號","20~25W",2158
"4247",46.54,86.82355,1,"14",2,1,10,209570.247933884,120.954237,24.821856,"新竹市新竹巿東大路二段391~420號","20~25W",2159
"4248",46.54,86.82355,1,"14",4,1,10,209854.545454545,120.954227,24.821874,"新竹市新竹巿東大路二段391~420號","20~25W",2160
"4249",46.54,86.82355,1,"14",2,1,10,207018.181818182,120.954078,24.822,"新竹市新竹巿東大路二段391~420號","20~25W",2161
"4250",66.58,117.1401,1,"14",2,1,10,222132.231404959,120.954177,24.821919,"新竹市新竹巿東大路二段391~420號","20~25W",2162
"4251",46.54,86.82355,1,"14",2,1,10,222618.181818182,120.954138,24.821946,"新竹市新竹巿東大路二段391~420號","20~25W",2163
"4252",46.54,86.82355,1,"14",2,1,10,251685.950413223,120.962141,24.820296,"新竹市新竹巿東大路二段391~420號",">25W",2164
"4253",46.54,86.82355,1,"14",4,1,10,255937.190082645,120.962369,24.820079,"新竹市新竹巿東大路二段391~420號",">25W",2165
"4254",46.54,86.82355,1,"14",2,1,10,207302.479338843,120.96224,24.820197,"新竹市新竹巿東大路二段391~420號","20~25W",2166
"4255",46.54,86.82355,1,"14",2,1,10,250975.20661157,120.96224,24.820197,"新竹市新竹巿東大路二段391~420號",">25W",2167
"4256",46.54,86.675325,1,"14",2,1,10,240482.644628099,120.962448,24.820007,"新竹市新竹巿東大路二段391~420號","20~25W",2168
"4257",46.54,86.82355,1,"14",2,1,10,192839.669421488,120.954246,24.821847,"新竹市新竹巿東大路二段391~420號","15~20W",2169
"4258",46.54,86.82355,1,"14",2,1,10,212406.611570248,120.954246,24.821847,"新竹市新竹巿東大路二段391~420號","20~25W",2170
"4259",46.54,86.675325,1,"14",2,1,10,206310.743801653,120.954098,24.821991,"新竹市新竹巿東大路二段391~420號","20~25W",2171
"4260",46.54,86.82355,1,"14",4,1,10,209854.545454545,120.954078,24.822,"新竹市新竹巿東大路二段391~420號","20~25W",2172
"4261",66.58,117.1401,1,"14",2,1,10,239980.165289256,120.954088,24.821991,"新竹市新竹巿東大路二段391~420號","20~25W",2173
"4262",66.58,117.1401,1,"14",2,1,10,232046.280991736,120.96224,24.820197,"新竹市新竹巿東大路二段391~420號","20~25W",2174
"4263",66.58,117.1401,1,"14",2,1,10,246922.314049587,120.954068,24.822009,"新竹市新竹巿東大路二段391~420號","20~25W",2175
"4264",66.58,125.28945,1,"14",3,1,10,231054.545454545,120.954236,24.821865,"新竹市新竹巿東大路二段391~420號","20~25W",2176
"4265",66.58,117.1401,1,"14",4,1,10,255847.933884298,120.954088,24.822,"新竹市新竹巿東大路二段391~420號",">25W",2177
"4266",46.54,86.82355,1,"14",4,1,10,241051.239669421,120.962488,24.819971,"新竹市新竹巿東大路二段391~420號","20~25W",2178
"4267",46.54,86.82355,1,"14",2,1,10,241051.239669421,120.96223,24.820215,"新竹市新竹巿東大路二段391~420號","20~25W",2179
"4268",66.58,125.141225,1,"14",3,1,10,256641.32231405,120.962458,24.819998,"新竹市新竹巿東大路二段391~420號",">25W",2180
"4269",66.58,117.1401,1,"14",2,1,10,233038.016528926,120.962438,24.820016,"新竹市新竹巿東大路二段391~420號","20~25W",2181
"4270",66.58,125.28945,1,"14",3,1,10,232046.280991736,120.962418,24.820034,"新竹市新竹巿東大路二段391~420號","20~25W",2182
"4271",24.01,76.5567,5,"15",2,1,9,235130.578512397,121.017386,24.784005,"新竹市新竹巿關新路19巷1~30號","20~25W",2183
"4272",25.06,57.4508,3,"14",2,1,10,217590.082644628,120.985043,24.812021,"新竹市新竹巿鐵道路一段28巷1~30號","20~25W",2184
"4273",19.88,57.0152,5,"14",2,1,9,236780.165289256,121.01708,24.785251,"新竹市新竹巿關新路19巷61~90號","20~25W",2185
"4274",17.89,43.02155,3,"12",1,1,9,278928.925619835,121.010236,24.791093,"新竹市新竹巿埔頂三路91~120號",">25W",2186
"4275",8.97,27.457925,6,"15",1,1,10,132932.231404959,120.951594,24.799202,"新竹市新竹巿牛埔路121~150號","10~15W",2187
"4276",17.77,38.9378,8,"13",1,1,10,222919.008264463,121.015121,24.785648,"新竹市新竹巿長春街62巷1~30號","20~25W",2188
"4277",35.86,80.159475,2,"22",2,1,7,227510.743801653,121.013925,24.786813,"新竹市新竹巿龍山東路271~300號","20~25W",2189
"4278",38.33,86.136875,2,"24",2,1,10,227838.016528926,121.013875,24.786858,"新竹市新竹巿龍山東路271~300號","20~25W",2190
"4279",35.86,80.576925,2,"22",2,1,10,234095.867768595,121.014162,24.786596,"新竹市新竹巿龍山東路271~300號","20~25W",2191
"4280",9.58,25.358575,5,"11",1,1,9,246466.115702479,120.963529,24.810618,"新竹市新竹巿經國路二段181~210號","20~25W",2192
"4281",9.68,36.19715,18,"16",1,1,10,127080.991735537,120.944474,24.795778,"新竹市新竹巿牛埔東路241~270號","10~15W",2193
"4282",28.16,64.83785,1,"14",2,1,10,189702.479338843,121.017377,24.789648,"新竹市新竹巿埔頂一路391~420號","15~20W",2194
"4283",18.07,44.863775,1,"15",1,1,6,148228.099173554,120.952841,24.798354,"新竹市新竹巿經國路三段92巷16弄31~60號","10~15W",2195
"4284",11.19,32.074075,1,"15",1,1,6,147471.074380165,120.953058,24.798146,"新竹市新竹巿經國路三段92巷1~30號","10~15W",2196
"4285",16.35,42.31975,1,"15",1,1,8,151229.752066116,120.952722,24.798462,"新竹市新竹巿經國路三段92巷16弄1~30號","15~20W",2197
"4286",15.08,43.43295,17,"13",1,1,10,156561.983471074,120.956111,24.809343,"新竹市新竹巿和平路86巷1~30號","15~20W",2198
"4287",19.64,46.091925,1,"14",1,1,10,165973.553719008,121.00987,24.790885,"新竹市新竹巿龍山西路121~150號","15~20W",2199
"4288",19.62,46.176625,1,"14",1,1,10,190571.900826446,121.009702,24.791048,"新竹市新竹巿龍山西路121~150號","15~20W",2200
"4289",12.78,24.553925,1,"14",0,1,10,195487.603305785,121.009771,24.790975,"新竹市新竹巿龍山西路91~120號","15~20W",2201
"4290",12.78,31.584025,1,"14",1,1,10,174138.842975207,121.009692,24.791048,"新竹市新竹巿龍山西路91~120號","15~20W",2202
"4291",19.95,52.051175,1,"14",1,1,10,161378.512396694,121.009722,24.791021,"新竹市新竹巿龍山西路121~150號","15~20W",2203
"4292",14.62,36.1427,1,"14",1,1,10,164624.79338843,121.009821,24.79093,"新竹市新竹巿龍山西路91~120號","15~20W",2204
"4293",12.86,31.735275,1,"14",1,1,10,161018.181818182,121.009712,24.79103,"新竹市新竹巿龍山西路91~120號","15~20W",2205
"4294",16.99,38.62925,4,"14",1,1,9,208390.082644628,121.017317,24.788808,"新竹市新竹巿新莊街181~210號","20~25W",2206
"4295",18.07,52.843725,1,"15",2,1,6,130195.041322314,120.95286,24.798336,"新竹市新竹巿經國路三段92巷16弄31~60號","10~15W",2207
"4296",17.89,42.697875,3,"14",1,1,10,229537.190082645,121.010197,24.791129,"新竹市新竹巿埔頂三路91~120號","20~25W",2208
"4297",8.97,26.822675,6,"15",1,0,10,140925.619834711,120.951495,24.799301,"新竹市新竹巿牛埔路121~150號","10~15W",2209
"4298",18.52,39.733375,1,"14",1,1,10,224747.107438017,121.017179,24.789828,"新竹市新竹巿埔頂一路421~450號","20~25W",2210
"4299",18.25,45.438525,3,"12",1,1,9,233282.644628099,121.010276,24.791057,"新竹市新竹巿埔頂三路121~150號","20~25W",2211
"4300",14.58,32.884775,7,"13",1,1,9,185514.049586777,120.955568,24.804133,"新竹市新竹巿經國路二段511~540號","15~20W",2212
"4301",29.04,68.767325,4,"12",2,1,3,202132.231404959,121.017584,24.788564,"新竹市新竹巿新莊街185巷1~30號","20~25W",2213
"4302",4.47,13.276725,14,"14",0,1,10,103940.495867769,120.963038,24.7974,"新竹市新竹巿中華路三段1~30號","10~15W",2214
"4303",24.8,69.457025,4,"15",2,1,10,141094.214876033,120.951733,24.798317,"新竹市新竹巿經國路三段92巷16弄1~30號","10~15W",2215
"4304",26.59,39.672875,16,"12",1,1,9,215514.049586777,120.53326,24.082169,"新竹市新竹巿建中一路1~30號","20~25W",2216
"4305",82.48,67.75395,7,"14",1,1,10,133127.272727273,120.969376,24.765963,"新竹市新竹巿志平路91~120號","10~15W",2217
"4306",28.16,64.83785,1,"14",2,1,9,198958.67768595,121.017248,24.789765,"新竹市新竹巿埔頂一路391~420號","15~20W",2218
"4307",21.09,67.46355,13,"14",1,1,9,174909.090909091,120.978981,24.802892,"新竹市新竹巿公園路271~300號","15~20W",2219
"4308",16.66,44.20735,19,"13",1,1,10,147034.710743802,120.960798,24.81393,"新竹市新竹巿竹光路35巷1~30號","10~15W",2220
"4309",33.36,67.533125,1,"11",1,1,10,185834.710743802,120.97612,24.814602,"新竹市新竹巿田美三街5巷31~60號","15~20W",2221
"4310",32.31,88.919875,2,"11",2,1,10,194558.67768595,120.96456,24.804397,"新竹市新竹巿江山街1~30號","15~20W",2222
"4311",17.79,111.891725,6,"29",2,1,10,223431.404958678,120.972284,24.807288,"新竹市新竹巿中央路151~180號","20~25W",2223
"4312",25.51,51.403825,7,"13",1,1,10,165358.67768595,120.95546,24.804223,"新竹市新竹巿經國路二段511~540號","15~20W",2224
"4313",19.48,56.023,5,"14",2,1,10,256310.743801653,121.017317,24.785034,"新竹市新竹巿關新路19巷1~30號",">25W",2225
"4314",36.68,84.62135,1,"15",1,1,10,264059.504132231,120.963017,24.802076,"新竹市新竹巿興南街31~60號",">25W",2226
"4315",38.94,89.391775,1,"15",2,1,10,281923.966942149,120.963007,24.802085,"新竹市新竹巿興南街31~60號",">25W",2227
"4316",7.54,59.51385,7,"28",1,1,10,218436.363636364,120.965585,24.815439,"新竹市新竹巿北大路1~30號","20~25W",2228
"4317",26,58.1163,16,"21",1,1,10,138515.702479339,120.960627,24.823212,"新竹市新竹巿武陵路175巷1~30號","10~15W",2229
"4318",10.75,37.61285,18,"16",0,1,10,124958.67768595,120.944454,24.795805,"新竹市新竹巿牛埔東路241~270號","10~15W",2230
"4319",13.61,33.157025,16,"21",1,0,10,144766.94214876,120.968858,24.821345,"新竹市新竹巿武陵路175巷1~30號","10~15W",2231
"4320",19.89,43.2938,14,"21",0,0,10,173236.363636364,120.960637,24.823203,"新竹市新竹巿武陵路179巷1~30號","15~20W",2232
"4323",39.9,91.2703,1,"25",2,1,6,247639.669421488,121.020699,24.784988,"新竹市新竹巿關新東路241~270號","20~25W",2233
"4324",48.04,112.641925,1,"26",2,1,9,287633.05785124,121.020927,24.784781,"新竹市新竹巿關新東路241~270號",">25W",2234
"4326",46.54,86.82355,1,"14",2,1,10,229705.785123967,120.954217,24.821874,"新竹市新竹巿東大路二段391~420號","20~25W",2235
"4327",46.54,78.6742,1,"14",1,1,10,209854.545454545,120.954068,24.822009,"新竹市新竹巿東大路二段391~420號","20~25W",2236
"4328",5.85,20.270525,23,"12",0,1,10,98664.4628099174,120.96375,24.79758,"新竹市新竹巿四維路1~30號","<10W",2237
"4329",66.58,133.4388,1,"14",4,1,10,236013.223140496,120.953989,24.82209,"新竹市新竹巿東大路二段391~420號","20~25W",2238
"4330",66.58,125.28945,1,"14",3,1,10,214198.347107438,120.954108,24.821982,"新竹市新竹巿東大路二段391~420號","20~25W",2239
